page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max,label
/guidance/claim-for-wages-through-the-coronavirus-job-retention-scheme,detailed_guide,guidance and regulation,39,5,7,2,12,
/apply-for-council-housing,local_transaction,services,63,21,6,4,12,
/learner-support,guide,services,79,4,3,0,12,
/running-payroll,guide,services,33,2,5,0,12,
/further-education-courses/financial-help,guide,services,113,22,29,4,12,
/maternity-allowance,guide,services,246,12,31,0,12,
/national-insurance/your-national-insurance-number,guide,services,660,49,133,7,12,
/guidance/return-to-your-claim-for-the-self-employment-income-support-scheme,detailed_guide,guidance and regulation,38,4,14,0,12,
/healthy-start,guide,services,34,2,5,1,12,
/guidance/register-of-apprenticeship-training-providers,detailed_guide,guidance and regulation,53,7,23,1,12,
/income-tax/taxfree-and-taxable-state-benefits,guide,services,53,7,7,1,12,
/bereavement-support-payment,guide,services,101,8,10,0,12,
/government/publications/state-pensions-annual-increases-if-you-live-abroad/countries-where-we-pay-an-annual-increase-in-the-state-pension,html_publication,other,50,8,1,0,12,
/guidance/booking-and-staying-in-a-quarantine-hotel-when-you-arrive-in-england,detailed_guide,guidance and regulation,60,18,20,0,12,
/state-pension/inheritance,guide,services,154,9,1,0,12,
/employers-sick-pay/entitlement,guide,services,62,6,8,0,12,
/workplace-pensions/managing-your-pension,guide,services,106,19,5,0,12,
/topic/crime-policing/criminal-record-disclosure,topic,other,125,6,5,0,12,
/dismissal/reasons-you-can-be-dismissed,guide,services,129,18,21,3,12,
/track-your-driving-licence-application,guide,services,98,35,19,0,12,
/government/publications/universal-credit-and-self-employment-quick-guide/how-to-report-your-earnings-from-self-employment,html_publication,other,17,5,4,0,12,
/access-to-work/after-you-have-applied,guide,services,264,45,8,1,12,
/browse/abroad/living-abroad,mainstream_browse_page,other,148,7,1,1,12,
/carers-allowance/effect-on-other-benefits,guide,services,110,7,9,1,12,
/guidance/universal-credit-and-students,detailed_guide,guidance and regulation,55,12,21,1,11,
/browse/driving/learning-to-drive,mainstream_browse_page,other,59,1,4,0,11,
/national-insurance/help-if-youre-not-working,guide,services,135,6,26,0,11,
/government/publications/dbs-check-eligible-positions-guidance,guidance,guidance and regulation,90,11,21,1,11,
/browse/working/armed-forces,mainstream_browse_page,other,463,43,16,17,11,
/browse/education/universities-higher-education,mainstream_browse_page,other,192,7,5,0,11,
/employment-support-allowance/change-of-circumstances,guide,services,300,64,64,10,11,
/working-for-yourself,answer,services,151,12,25,2,11,
/browse/births-deaths-marriages/register-offices,mainstream_browse_page,other,86,8,4,0,11,
/employing-an-apprentice/get-funding,guide,services,260,47,44,2,11,
/mature-student-university-funding,answer,services,60,19,6,0,11,
/guidance/employing-bno-citizens-in-the-uk,detailed_guide,guidance and regulation,17,1,11,0,11,
/find-pension-contact-details,transaction,services,379,191,29,9,11,
/log-in-file-self-assessment-tax-return/sign-in/prove-identity,service_sign_in,other,102,39,1,0,11,
/improve-english-maths-it-skills,answer,services,92,27,9,1,11,
/welfare/entitlement,taxon,other,33,1,0,0,11,
/get-ready-to-employ-someone,step_by_step_nav,services,42,2,1,0,11,
/government/publications/apprenticeship-agreement-template,form,services,72,10,13,3,11,
/guidance/becoming-an-apprenticeship-training-provider,detailed_guide,guidance and regulation,22,6,3,0,11,
/recruit-apprentice,transaction,services,367,164,108,11,11,
/government/publications/higher-and-degree-apprenticeships,guidance,guidance and regulation,1144,256,335,46,11,
/early-retirement-pension/benefits,guide,services,73,14,4,0,11,
/skilled-worker-visa/documents-you-must-provide,guide,services,117,11,5,0,11,
/guidance/travel-to-england-from-another-country-during-coronavirus-covid-19,detailed_guide,guidance and regulation,110,6,4,0,11,
/advertise-job,transaction,services,1565,1240,49,8,11,
/guidance/visiting-the-uk-as-an-eu-eea-or-swiss-citizen,detailed_guide,guidance and regulation,19,4,6,0,11,
/browse/visas-immigration/eu-eea-swiss,mainstream_browse_page,other,513,10,2,0,11,
/biometric-residence-permits/collect,guide,services,138,19,14,0,11,
/child-benefit/eligibility,guide,services,109,12,9,4,11,
/child-employment,guide,services,102,9,35,3,11,
/time-off-for-dependants,guide,services,184,23,40,11,11,
/pip/change-of-circumstances,guide,services,126,20,18,1,11,
/national-insurance/national-insurance-classes,guide,services,211,14,2,0,11,
/voluntary-national-insurance-contributions,guide,services,482,33,26,3,11,
/paye-online,guide,services,35,13,2,0,11,
/overseas-passports,transaction,services,27,7,6,1,11,
/state-pension-through-partner,smart_answer,services,128,26,20,6,11,
/standard-visitor-visa,guide,services,127,7,10,0,11,
/become-appointee-for-someone-claiming-benefits,answer,services,174,19,69,18,11,
/topic/dealing-with-hmrc/paying-hmrc,topic,other,62,3,9,0,11,
/employee-rights-when-on-leave,answer,services,210,22,10,1,11,
/intracompany-transfer-worker-visa,guide,services,60,3,3,0,11,
/maternity-paternity-pay-leave,smart_answer,services,201,40,12,2,11,
/government/organisations/department-for-work-pensions/about/recruitment,recruitment,other,305,107,138,10,11,
/guidance/brexit-guidance-for-individuals-and-families,detailed_guide,guidance and regulation,153,8,2,0,11,
/government/collections/apprenticeship-changes,document_collection,other,413,41,6,0,11,
/topic/immigration-operational-guidance,topic,other,186,4,0,0,11,
/further-education-courses,guide,services,105,6,8,3,11,
/reasonable-adjustments-for-disabled-workers,answer,services,505,122,42,9,11,
/childcare-calculator,transaction,services,40,9,2,0,11,
/part-time-worker-rights,answer,services,51,9,11,1,11,
/copy-of-police-records,answer,services,508,233,74,8,11,
/courses-qualifications,local_transaction,services,138,40,11,2,11,
/learn-to-drive-a-car,step_by_step_nav,services,42,3,3,0,11,
/guidance/covid-19-coronavirus-restrictions-what-you-can-and-cannot-do,detailed_guide,guidance and regulation,285,28,31,3,11,
/browse/benefits/bereavement,mainstream_browse_page,other,96,7,7,1,11,
/keeping-your-pay-tax-records,guide,services,172,13,2,0,11,
/government/organisations/department-for-work-pensions/about,about,other,99,7,41,2,11,
/pay-self-assessment-tax-bill,guide,services,60,9,6,0,11,
/government/publications/criminal-records-checks-for-overseas-applicants/guidance-on-the-application-process-for-criminal-records-checks-overseas,html_publication,other,87,26,13,1,11,
/attendance-allowance/what-youll-get,guide,services,136,7,4,1,11,
/browse/visas-immigration/commonwealth-british-nationals-overseas,mainstream_browse_page,other,66,2,0,0,11,
/higher-education-courses-find-and-apply,answer,services,56,23,1,0,11,
/maternity-paternity-calculator,smart_answer,services,29,11,2,1,11,
/student-finance,guide,services,120,13,29,0,11,
/contact-student-finance-england,answer,services,37,8,11,1,11,
/maternity-allowance/what-youll-get,guide,services,96,9,5,0,11,
/international-pension-centre,answer,services,565,226,24,11,11,
/government/publications/find-a-skills-bootcamp/list-of-skills-bootcamps,html_publication,other,56,19,6,2,11,
/income-support,guide,services,353,23,77,1,11,
/carers-allowance/how-to-claim,guide,services,78,18,7,3,11,
/holiday-entitlement-rights/holiday-pay-the-basics,guide,services,162,23,18,4,11,
/skilled-worker-visa/your-job,guide,services,306,25,10,2,11,
/employers-sick-pay,guide,services,137,14,5,1,11,
/personal-tax-account/sign-in/create-account,service_sign_in,other,185,71,1,0,10,
/browse/justice/rights,mainstream_browse_page,other,58,1,2,0,10,
/guidance/plan-for-jobs-skills-and-employment-programmes-information-for-employers,detailed_guide,guidance and regulation,34,11,10,1,10,
/limited-company-formation,guide,services,40,2,5,0,10,
/tax-right-retire-abroad-return-to-uk,answer,services,49,1,6,2,10,
/minimum-wage-different-types-work,guide,services,99,2,11,2,10,
/check-income-tax-current-year/sign-in/prove-identity,service_sign_in,other,255,112,1,0,10,
/certifying-a-document,answer,services,23,4,5,0,10,
/government/publications/dbs-identity-checking-guidelines/id-checking-guidelines-for-dbs-check-applications-from-3-september-2018,html_publication,other,108,31,36,1,10,
/employment-support-allowance/your-esa-claim,guide,services,329,48,22,4,10,
/register-to-vote,transaction,services,100,28,36,4,10,
/guidance/contact-the-department-for-work-and-pensions-about-its-policies,detailed_guide,guidance and regulation,113,10,44,3,10,
/sign-in-childcare-account,transaction,services,63,20,10,0,10,
/browse/education/school-admissions-transport,mainstream_browse_page,other,57,5,0,0,10,
/find-internship,answer,services,473,37,134,108,10,
/maternity-pay-leave/extra-help,guide,services,83,5,8,0,10,
/child-benefit/what-youll-get,guide,services,133,14,10,1,10,
/state-pension/what-youll-get,guide,services,866,87,124,10,10,
/making-child-maintenance-arrangement,guide,services,24,5,0,0,10,
/additional-state-pension/eligibility,guide,services,162,11,3,1,10,
/disability-premiums,guide,services,258,12,45,2,10,
/government/publications/statutory-sick-pay-employee-not-entitled-form-for-employers,form,services,121,27,11,0,10,
/pension-credit-calculator,transaction,services,361,118,29,15,10,
/after-a-death/organisations-you-need-to-contact-and-tell-us-once,guide,services,63,21,9,2,10,
/identitycards,answer,services,73,16,15,0,10,
/apply-citizenship-indefinite-leave-to-remain,guide,services,71,7,3,0,10,
/applying-for-probate,guide,services,37,5,1,0,10,
/track-passport-application,answer,services,43,10,11,1,10,
/write-business-plan,answer,services,30,12,3,0,10,
/child-benefit-16-19,answer,services,83,8,17,0,10,
/get-vehicle-information-from-dvla,transaction,services,36,7,11,1,10,
/advanced-learner-loan,guide,services,199,12,42,2,10,
/government/organisations/security-industry-authority,organisation,other,34,8,14,0,10,
/send-fit-note,transaction,services,112,40,28,1,10,
/government/organisations/driver-and-vehicle-licensing-agency,organisation,other,94,8,32,0,10,
/government/publications/acceptable-right-to-work-documents-an-employers-guide,guidance,guidance and regulation,204,35,1,0,10,
/topic/personal-tax/income-tax,topic,other,285,13,10,0,10,
/government/collections/how-to-manually-check-your-payroll-calculations,document_collection,other,29,4,4,0,10,
/browse/benefits/help-for-carers,mainstream_browse_page,other,194,3,1,0,10,
/government/publications/statutory-sick-pay-employees-statement-of-sickness-sc2,form,services,156,48,40,19,10,
/browse/visas-immigration/student-visas,mainstream_browse_page,other,143,3,7,1,10,
/flexible-working,guide,services,156,19,6,2,10,
/guidance/statutory-sick-pay-employee-fitness-to-work,detailed_guide,guidance and regulation,63,6,7,0,10,
/paye-forms-p45-p60-p11d,guide,services,229,27,21,2,10,
/report-problem-criminal-record-certificate,guide,services,275,45,46,32,10,
/browse/births-deaths-marriages/death,mainstream_browse_page,other,116,5,0,0,10,
/browse/driving/driving-licences,mainstream_browse_page,other,296,10,31,0,10,
/new-state-pension/inheriting-or-increasing-state-pension-from-a-spouse-or-civil-partner,guide,services,297,25,27,4,10,
/government/publications/dbs-list-of-offences-that-will-never-be-filtered-from-a-criminal-record-check,guidance,guidance and regulation,67,25,8,1,10,
/government/organisations/government-digital-service,organisation,other,45,8,3,0,10,
/definition-of-disability-under-equality-act-2010,answer,services,144,14,19,3,10,
/guidance/benefits-and-pensions-for-uk-nationals-in-the-eea-or-switzerland,detailed_guide,guidance and regulation,64,9,5,0,10,
/employers-sick-pay/eligibility-and-form-ssp1,guide,services,65,10,3,0,10,
/terminal-illness-benefits,answer,services,39,2,1,0,10,
/employment-contracts-and-conditions/contract-terms,guide,services,184,25,1,0,10,
/guidance/help-employers-apply-for-a-kickstart-scheme-grant-kickstart-gateway,detailed_guide,guidance and regulation,40,6,7,1,10,
/career-breaks,answer,services,95,9,8,2,10,
/jobsearch-rights,answer,services,68,12,13,23,10,
/pension-credit/change-of-circumstances,guide,services,135,23,8,2,10,
/guidance/pay-apprenticeship-levy,detailed_guide,guidance and regulation,153,28,29,3,10,
/graduate-visa,guide,services,127,12,24,0,10,
/browse/childcare-parenting/schools-education,mainstream_browse_page,other,46,1,0,0,10,
/jobseekers-allowance/if-youre-getting-contribution-or-income-based-jsa,guide,services,643,112,10,0,10,
/browse/housing-local-services/local-councils,mainstream_browse_page,other,36,2,1,0,10,
/topic/business-tax/paye,topic,other,65,2,2,0,10,
/new-state-pension/living-and-working-overseas,guide,services,196,25,30,1,10,
/government/publications/redundancy-payments-from-the-insolvency-service/explaining-your-redundancy-payment,html_publication,other,11,3,1,0,10,
/government/publications/disclosure-application-process-for-volunteers,promotional,guidance and regulation,81,7,24,4,10,
/topic/business-tax/pension-scheme-administration,topic,other,118,17,1,0,10,
/claim-benefits-abroad/jobseekers-allowance,guide,services,33,4,8,0,10,
/plan-retirement-income/get-financial-advice,guide,services,170,39,2,0,10,
/the-warm-home-discount-scheme,guide,services,105,7,20,3,10,
/1619-bursary-fund/eligibility,guide,services,47,4,1,0,10,
/guidance/rates-and-thresholds-for-employers-2021-to-2022,detailed_guide,guidance and regulation,39,12,10,0,10,
/browse/employing-people/trade-unions,mainstream_browse_page,other,56,3,2,0,10,
/government/publications/apprenticeship-funding-bands,guidance,guidance and regulation,233,61,12,1,10,
/get-coronavirus-test,answer,services,122,32,39,0,10,
/set-up-business,answer,services,107,11,25,1,10,
/bringing-goods-into-uk-personal-use,guide,services,25,1,1,0,10,
/council-housing,guide,services,49,5,11,0,9,
/employment-tribunals,guide,services,123,14,15,3,9,
/government/get-involved/take-part/volunteer,take_part,other,173,20,107,30,9,
/housing-benefit/how-to-claim,guide,services,56,3,13,0,9,
/deferring-state-pension/what-you-get,guide,services,183,39,4,0,9,
/government/collections/traineeships--2,document_collection,other,127,16,44,3,9,
/browse/housing-local-services/council-housing-association,mainstream_browse_page,other,79,1,4,0,9,
/apply-housing-benefit-from-council,local_transaction,services,48,9,4,1,9,
/guidance/how-to-take-on-an-apprentice,detailed_guide,guidance and regulation,140,45,20,1,9,
/universal-credit/how-your-earnings-affect-your-payments,guide,services,604,42,34,1,9,
