page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max
/guidance/check-if-youre-eligible-for-the-coronavirus-additional-restrictions-grant,detailed_guide,guidance and regulation,10,1,0,0,12.0
/guidance/coronavirus-covid-19-advice-for-uk-visa-applicants-and-temporary-uk-residents,detailed_guide,guidance and regulation,53,2,15,0,12.0
/state-pension/how-to-claim,guide,services,308,23,26,2,12.0
/government/publications/skilled-worker-visa-shortage-occupations/skilled-worker-visa-shortage-occupations,html_publication,other,203,37,38,2,12.0
/government/publications/dbs-application-forms-guide-for-applicants/dbs-application-form-guide-for-applicants,html_publication,other,346,56,17,0,12.0
/disability-premiums/what-youll-get,guide,services,207,11,15,2,12.0
/government/collections/new-enterprise-allowance-campaign,document_collection,other,263,13,145,25,12.0
/government/publications/the-basic-state-pension,form,services,419,89,26,10,12.0
/travel-abroad,step_by_step_nav,services,182,8,6,2,12.0
/deferring-state-pension/what-you-get,guide,services,183,39,4,0,12.0
/find-travel-test-provider,transaction,services,138,44,16,1,12.0
/order-copy-birth-death-marriage-certificate,transaction,services,108,46,21,0,12.0
/claim-redundancy,transaction,services,109,33,19,5,12.0
/get-paye-forms-p45-p60,answer,services,74,7,11,0,12.0
/the-warm-home-discount-scheme,guide,services,105,7,20,3,12.0
/pay-class-2-national-insurance,guide,services,82,7,8,0,12.0
/difficulties-paying-hmrc,guide,services,19,0,1,0,12.0
/bank-holidays,calendar,guidance and regulation,266,47,55,32,12.0
/set-up-sole-trader,answer,services,122,10,12,3,12.0
/benefit-cap/benefit-cap-amounts,guide,services,53,6,7,0,12.0
/moving-from-benefits-to-work/support-when-you-start-working,guide,services,365,42,111,36,12.0
/ukvcas,answer,services,43,5,4,0,12.0
/guidance/pay-apprenticeship-levy,detailed_guide,guidance and regulation,153,28,29,3,12.0
/government/collections/traineeships--2,document_collection,other,127,16,44,3,11.0
/income-tax/taxfree-and-taxable-state-benefits,guide,services,53,7,7,1,11.0
/apply-for-elderly-person-bus-pass,local_transaction,services,420,127,53,29,11.0
/government/organisations/hm-revenue-customs/services-information,services_and_information,other,93,3,8,0,11.0
/national-minimum-wage/who-gets-the-minimum-wage,guide,services,161,27,9,1,11.0
/child-benefit-tax-calculator,smart_answer,services,42,5,1,0,11.0
/government/collections/sponsorship-information-for-employers-and-educators,document_collection,other,53,4,7,0,11.0
/guidance/check-employment-status-for-tax,detailed_guide,guidance and regulation,66,16,11,0,11.0
/types-of-british-nationality/british-national-overseas,guide,services,21,1,0,0,11.0
/working-abroad,guide,services,52,5,3,2,11.0
/browse/tax/self-assessment,mainstream_browse_page,other,171,0,2,0,11.0
/employee-rights-when-on-leave,answer,services,210,22,10,1,11.0
/further-education-courses,guide,services,105,6,8,3,11.0
/dismissal,guide,services,186,18,32,2,11.0
/settled-status-eu-citizens-families/what-youll-need-to-apply,guide,services,170,19,12,0,11.0
/maximum-weekly-working-hours/weekly-maximum-working-hours-and-opting-out,guide,services,85,11,8,1,11.0
/claim-benefits-abroad,guide,services,105,9,19,3,11.0
/copy-of-police-records,answer,services,508,233,74,8,11.0
/government/collections/hm-revenue-and-customs-service-availability-and-issues,document_collection,other,38,3,1,1,11.0
/redundancy-your-rights,guide,services,284,20,54,8,11.0
/guidance/new-immigration-system-what-you-need-to-know,detailed_guide,guidance and regulation,82,3,38,5,11.0
/how-tax-credits-affect-other-benefits,answer,services,150,10,11,0,11.0
/access-to-work/eligibility,guide,services,1554,213,33,4,11.0
/prove-right-to-rent,transaction,services,754,181,58,4,11.0
/find-a-visa-application-centre,answer,services,70,10,4,0,11.0
/browse/visas-immigration/student-visas,mainstream_browse_page,other,143,3,7,1,11.0
/tax-on-pension/tax-free,guide,services,123,20,5,1,11.0
/government/collections/apprenticeship-vacancies,document_collection,other,480,53,12,3,11.0
/government-authorised-exchange,guide,services,42,9,6,0,11.0
/guidance/coronavirus-covid-19-right-to-work-checks,detailed_guide,guidance and regulation,338,68,20,2,11.0
/employing-staff,answer,services,88,13,5,0,11.0
/rest-breaks-work,guide,services,223,39,39,10,11.0
/government/organisations/department-for-education,organisation,other,107,10,36,2,11.0
/browse/visas-immigration/commonwealth-british-nationals-overseas,mainstream_browse_page,other,66,2,0,0,11.0
/tax-on-your-private-pension/annual-allowance,guide,services,51,4,3,2,11.0
/government/organisations/driver-and-vehicle-licensing-agency,organisation,other,94,8,32,0,11.0
/guidance/the-uks-points-based-immigration-system-information-for-eu-citizens.ro,detailed_guide,guidance and regulation,15,1,8,1,11.0
/biometric-residence-permits/replace-visa-brp,guide,services,86,27,9,0,11.0
/find-lost-utr-number,answer,services,35,5,12,0,11.0
/council-tax,guide,services,54,3,9,1,11.0
/maternity-allowance/eligibility,guide,services,126,8,13,1,11.0
/browse/driving/vehicle-tax-mot-insurance,mainstream_browse_page,other,86,2,8,0,11.0
/topic/business-tax/paye,topic,other,65,2,2,0,11.0
/government/publications/apprenticeships-off-the-job-training,guidance,guidance and regulation,66,13,13,3,11.0
/guidance/pensions-and-compensation-for-veterans,detailed_guide,guidance and regulation,45,11,5,3,11.0
/jobsearch-rights,answer,services,68,12,13,23,11.0
/voluntary-national-insurance-contributions/rates,guide,services,121,15,5,0,11.0
/paye-forms-p45-p60-p11d/p60,guide,services,149,14,9,2,11.0
/business-support-helpline,answer,services,98,12,6,1,11.0
/change-address-driving-licence,guide,services,97,47,14,0,11.0
/recruit-apprentice,transaction,services,367,164,108,11,11.0
/get-help-hmrc-extra-support,guide,services,60,4,6,0,11.0
/guidance/new-style-employment-and-support-allowance,detailed_guide,guidance and regulation,133,17,32,2,11.0
/browse/benefits/bereavement,mainstream_browse_page,other,96,7,7,1,11.0
/browse/education/student-finance,mainstream_browse_page,other,97,1,5,0,11.0
/night-working-hours,guide,services,92,13,12,0,11.0
/ancestry-visa,guide,services,27,2,2,2,11.0
/government/publications/apprenticeship-agreement-template,form,services,72,10,13,3,11.0
/advanced-learner-loan,guide,services,199,12,42,2,11.0
/jobseekers-allowance/your-jsa-claim,guide,services,1514,347,72,10,10.0
/budgeting-help-benefits/how-to-apply,guide,services,365,58,56,5,10.0
/tax-credits-overpayments,guide,services,31,2,2,0,10.0
/guidance/traineeship-information-for-trainees,detailed_guide,guidance and regulation,30,3,8,0,10.0
/guidance/recovery-loan-scheme,detailed_guide,guidance and regulation,11,2,1,0,10.0
/paye-forms-p45-p60-p11d,guide,services,229,27,21,2,10.0
/browse/business/setting-up,mainstream_browse_page,other,126,4,2,0,10.0
/calculate-your-redundancy-pay,smart_answer,services,302,69,104,25,10.0
/business-finance-support,finder,other,91,16,20,0,10.0
/dbs-check-applicant-criminal-record/get-a-basic-dbs-check-for-an-employee,guide,services,737,103,19,2,10.0
/skilled-worker-visa/knowledge-of-english,guide,services,96,7,3,0,10.0
/what-different-qualification-levels-mean,guide,services,104,10,9,1,10.0
/child-employment/restrictions-on-child-employment,guide,services,71,19,21,2,10.0
/browse/employing-people/payroll,mainstream_browse_page,other,86,2,3,0,10.0
/capital-gains-tax/report-and-pay-capital-gains-tax,guide,services,21,4,2,0,10.0
/sign-in-childcare-account,transaction,services,63,20,10,0,10.0
/dismissal/unfair-and-constructive-dismissal,guide,services,109,8,25,1,10.0
/employ-someone,step_by_step_nav,services,110,10,2,0,10.0
/register-a-death,smart_answer,services,30,5,1,0,10.0
/payslips,answer,services,130,12,18,1,10.0
/maternity-allowance/how-to-claim,guide,services,105,14,17,0,10.0
/guidance/help-employers-apply-for-a-kickstart-scheme-grant-kickstart-gateway,detailed_guide,guidance and regulation,40,6,7,1,10.0
/employing-an-apprentice/get-funding,guide,services,260,47,44,2,10.0
/guidance/how-to-take-on-an-apprentice,detailed_guide,guidance and regulation,140,45,20,1,10.0
/biometric-residence-permits/collect,guide,services,138,19,14,0,10.0
/government/publications/view-and-prove-your-immigration-status-evisa,promotional,guidance and regulation,310,21,58,2,10.0
/provide-journey-contact-details-before-travel-uk,transaction,services,220,63,53,5,10.0
/maternity-paternity-pay-leave,smart_answer,services,201,40,12,2,10.0
/jobseekers-allowance/if-youre-getting-contribution-or-income-based-jsa,guide,services,643,112,10,0,10.0
/check-mot-history,transaction,services,151,55,52,3,10.0
/topic/defence-armed-forces/military-recruitment-training-operations,topic,other,107,17,2,3,10.0
/change-driving-test,transaction,services,95,37,34,5,10.0
/browse/housing-local-services/owning-renting-property,mainstream_browse_page,other,47,2,0,0,10.0
/certifying-a-document,answer,services,23,4,5,0,10.0
/council-tax-bands,transaction,services,77,22,18,0,10.0
/apply-start-up-loan,transaction,services,192,50,8,0,10.0
/maternity-allowance/what-youll-get,guide,services,96,9,5,0,10.0
/browse/benefits/help-for-carers,mainstream_browse_page,other,194,3,1,0,10.0
/browse/driving/learning-to-drive,mainstream_browse_page,other,59,1,4,0,10.0
/government/publications/state-pension-fact-sheets/contracting-out-and-why-we-may-have-included-a-contracted-out-pension-equivalent-cope-amount-when-you-used-the-online-service,html_publication,other,67,13,31,3,10.0
/new-state-pension/inheriting-or-increasing-state-pension-from-a-spouse-or-civil-partner,guide,services,297,25,27,4,10.0
/skilled-worker-visa/your-partner-and-children,guide,services,49,12,8,1,10.0
/government/publications/easy-read-get-help-at-work-if-youre-disabled-or-have-a-health-condition-access-to-work,guidance,guidance and regulation,78,15,6,1,10.0
/settled-status-eu-citizens-families/switch-from-presettled-status-to-settled-status,guide,services,225,29,7,0,10.0
/guidance/visa-decision-waiting-times-applications-outside-the-uk,detailed_guide,guidance and regulation,45,4,9,0,10.0
/government/publications/skilled-worker-visa-shortage-occupations,guidance,guidance and regulation,169,9,34,0,10.0
/claim-national-insurance-refund,simple_smart_answer,services,49,3,6,0,10.0
/limited-company-formation,guide,services,40,2,5,0,10.0
/guidance/claim-back-statutory-sick-pay-paid-to-employees-due-to-coronavirus-covid-19,detailed_guide,guidance and regulation,32,6,6,0,10.0
/browse/births-deaths-marriages/death,mainstream_browse_page,other,116,5,0,0,10.0
/contracted-out,guide,services,140,6,19,1,10.0
/rights-disabled-person,guide,services,83,7,3,0,10.0
/guidance/digital-and-online-services,detailed_guide,guidance and regulation,694,184,70,14,10.0
/pension-credit/change-of-circumstances,guide,services,135,23,8,2,10.0
/understanding-your-pay,guide,services,86,5,6,0,10.0
/self-employment-and-universal-credit,answer,services,68,7,12,2,10.0
/government/publications/understanding-your-right-to-work-in-the-uk-eu-eea-and-swiss-citizens/understanding-your-right-to-work-in-the-uk-eu-eea-and-swiss-citizens-accessible-version,html_publication,other,53,10,12,2,10.0
/career-development-loans,answer,services,56,6,3,0,10.0
/government/publications/universal-credit-and-self-employment-quick-guide/how-to-report-your-earnings-from-self-employment,html_publication,other,17,5,4,0,10.0
/guidance/nhs-covid-pass,detailed_guide,guidance and regulation,78,23,22,0,10.0
/government/organisations/disclosure-and-barring-service/about,about,other,251,44,119,13,10.0
/government/organisations/department-for-work-pensions/about/recruitment,recruitment,other,305,107,138,10,10.0
/tax-company-benefits,guide,services,36,1,2,0,10.0
/find-pension-centre,transaction,services,47,17,6,1,10.0
/solve-workplace-dispute,guide,services,91,18,1,0,10.0
/set-up-business,answer,services,107,11,25,1,10.0
/order-coronavirus-rapid-lateral-flow-tests,transaction,services,98,31,42,3,10.0
/topic/immigration-operational-guidance,topic,other,186,4,0,0,10.0
/running-payroll,guide,services,33,2,5,0,10.0
/paye-forms-p45-p60-p11d/lost-paye-forms,guide,services,63,9,16,0,10.0
/tell-hmrc-change-address,transaction,services,164,102,11,0,10.0
/become-appointee-for-someone-claiming-benefits,answer,services,174,19,69,18,10.0
/search/transparency-and-freedom-of-information-releases,finder,other,46,4,0,0,10.0
/tax-uk-income-live-abroad,guide,services,47,5,0,1,10.0
/pension-credit-calculator,transaction,services,361,118,29,15,10.0
/types-of-school,guide,services,22,2,2,0,10.0
/uk-benefits-abroad,smart_answer,services,53,7,2,1,9.0
/income-tax/check-youre-paying-the-right-amount,guide,services,33,1,1,0,9.0
/get-a-passport-urgently,guide,services,82,4,10,0,9.0
/employment-status/worker,guide,services,262,48,21,1,9.0
/guidance/using-the-eu-exit-id-document-check-app,detailed_guide,guidance and regulation,51,2,7,1,9.0
/child-benefit-16-19,answer,services,83,8,17,0,9.0
/guidance/universal-credit-and-students,detailed_guide,guidance and regulation,55,12,21,1,9.0
/driving-lessons-learning-to-drive,guide,services,29,4,4,0,9.0
/browse/births-deaths-marriages/register-offices,mainstream_browse_page,other,86,8,4,0,9.0
/apply-to-come-to-the-uk/prepare-your-application,guide,services,47,1,1,0,9.0
/government/publications/dbs-filtering-guidance/dbs-filtering-guide,html_publication,other,37,4,11,0,9.0
/universal-credit/changes-of-circumstances,guide,services,189,15,8,0,9.0
/find-an-immigration-adviser,guide,services,51,6,3,0,9.0
/guidance/brexit-guidance-for-individuals-and-families,detailed_guide,guidance and regulation,153,8,2,0,9.0
/guidance/responsible-organisations,detailed_guide,guidance and regulation,709,297,24,1,9.0
/benefit-overpayments/how-to-make-a-repayment,guide,services,79,23,9,1,9.0
/browse/visas-immigration/asylum,mainstream_browse_page,other,46,2,0,0,9.0
/register-employer,simple_smart_answer,services,53,9,5,0,9.0
/faster-decision-visa-settlement,guide,services,47,4,7,0,9.0
/get-document-legalised,answer,services,52,23,13,2,9.0
/guidance/prove-your-english-language-abilities-with-a-secure-english-language-test-selt,detailed_guide,guidance and regulation,50,10,6,1,9.0
/browse/justice/courts-sentencing-tribunals,mainstream_browse_page,other,34,4,0,0,9.0
/armed-forces-pension-calculator,answer,services,99,16,6,5,9.0
/bereavement-support-payment,guide,services,101,8,10,0,9.0
/guidance/travel-to-england-from-another-country-during-coronavirus-covid-19,detailed_guide,guidance and regulation,110,6,4,0,9.0
/industrial-injuries-disablement-benefit,guide,services,42,1,1,1,9.0
/check-if-you-need-tax-return,simple_smart_answer,services,47,2,17,1,9.0
/plan-retirement-income/get-financial-advice,guide,services,170,39,2,0,9.0
/government/collections/fit-note,document_collection,other,41,3,11,2,9.0
/child-benefit-payment-dates,guide,services,37,1,2,0,9.0
/state-pension-if-you-retire-abroad/rates-of-state-pension,guide,services,139,11,4,0,9.0
/windrush-prove-your-right-to-be-in-the-uk,guide,services,60,2,1,0,9.0
